16
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-11.64,1.06,-0.88,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-8.45,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-11.62,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-8.45,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-8.45,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-3.65,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.88,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-1.8,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-2.94,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.88,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-0.68,1.06,-0.88,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.88,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-1.89,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-0.68,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-2.95,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-0.68,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-8.45,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.88,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-1.43,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-1.65,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-0.68,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-8.45,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.88,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.03,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-0.68,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-8.45,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-0.68,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-0.68,1.06,-0.45,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-5.18,1.06,-0.87,-0.78,-0.53,0.54,0.95,1.03,0.95,
0.9,-5.73,-0.63,-2.25,-0.71,-7.86,0.82,0.78,0.48,0.7,-0.7,-0.12,-4.84,1.06,-1.67,-0.78,-0.53,0.54,0.95,1.03,0.95,
