10
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-1.41,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-0.68,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-2.2,0.05,-5.81,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-1.41,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-0.68,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-0.68,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-0.68,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
0.11,-0.3,-2.68,0.5,0.24,0.14,-3.16,0.06,-0.15,0.19,0.76,0.49,-0.68,0.05,-0.14,-0.92,-0.66,0.18,-0.13,-0.94,1.58,
